name,performance_clockspeed,performance_turbospeed,performance_cores,performance_threads,efficient_clockspeed,efficient_turbospeed,efficient_cores,efficient_threads,tdp,multithread_rating,single_thread_rating,l1_instruction_cache,l1_data_cache,l2_cache,l3_cache,eff_l1_instruction_cache,eff_l1_data_cache,eff_l2_cache,integer_math,floating_point_math,find_prime_numbers,random_string_sorting,data_encryption,data_compression,physics,extended_instructions,single_thread
intel pentium p6000,1.90,,2.0,2.0,,,,,35.00,810,735,4 x 32 kb,4 x 32 kb,4 x 256 kb,3 mb,,,,3298.0,1880.0,6.0,2089.0,,14391.0,106.0,481.0,735
amd turion ii p520 dual-core,2.30,,2.0,2.0,,,,,25.00,812,882,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,2365.0,1773.0,5.0,2227.0,,17294.0,83.0,411.0,882
intel atom x5 z8300,1.40,1.80,4.0,4.0,,,,,4.00,814,455,4 x 32 kb,4 x 24 kb,2 x 1024 kb,,,,,3588.0,1044.0,3.0,2578.0,,18810.0,97.0,379.0,455
amd turion ii ultra dual-core mobile m620,2.50,,2.0,2.0,,,,,35.00,814,945,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,1568.0,2322.0,2.0,2516.0,,19391.0,102.0,258.0,945
amlogic amls905d3,1.90,,4.0,4.0,,,,,,815,493,,,,,,,,3167.0,1510.0,,4400.0,,16635.0,73.0,1910.0,493
mt6761v/wab,2.00,,4.0,4.0,,,,,,816,487,,,,,,,,6594.0,1498.0,2.0,3475.0,,15686.0,63.0,1065.0,487
mt6761v/cab,2.00,,4.0,4.0,,,,,,816,515,,,,,,,,4950.0,1405.0,1.0,3723.0,,15769.0,64.0,1369.0,515
mt8161a,1.30,,4.0,4.0,,,,,,818,344,,,,,,,,7101.0,1246.0,3.0,2713.0,,13672.0,51.0,185.0,344
intel core i3 2365m,1.40,,2.0,4.0,,,,,17.00,819,608,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,3866.0,1494.0,7.0,2489.0,,16752.0,135.0,746.0,608
intel pentium t4500,2.30,,2.0,2.0,,,,,35.00,824,904,2 x 32 kb,2 x 32 kb,1 x 1024 kb,,,,,3733.0,2016.0,3.0,2446.0,,18025.0,78.0,309.0,904
intel core2 duo t6670,2.20,,2.0,2.0,,,,,35.00,827,886,2 x 32 kb,2 x 32 kb,1 x 2048 kb,,,,,3444.0,2077.0,4.0,2492.0,,18203.0,89.0,298.0,886
amlogic amls905x4,2.00,,4.0,4.0,,,,,,827,555,,,,,,,,3287.0,1525.0,,4302.0,,19654.0,65.0,1951.0,555
rockchip rk3368,1.50,,8.0,8.0,,,,,,827,329,,,,,,,,10287.0,1593.0,3.0,2505.0,,13818.0,55.0,206.0,329
amd turion x2 ultra dual-core mobile zm-85,2.30,,2.0,2.0,,,,,35.00,828,864,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,3253.0,1974.0,5.0,2528.0,,19312.0,76.0,282.0,864
intel core2 duo t7500,2.20,,2.0,2.0,,,,,35.00,828,863,2 x 32 kb,2 x 32 kb,1 x 4096 kb,,,,,3366.0,1631.0,5.0,2465.0,,18342.0,100.0,311.0,863
nxp imx8mq,1.30,,4.0,4.0,,,,,,831,390,,,,,,,,6906.0,1206.0,3.0,2740.0,,14168.0,58.0,188.0,390
mt8766b,2.00,,4.0,4.0,,,,,,832,510,,,,,,,,6446.0,1467.0,2.0,3163.0,,16125.0,61.0,947.0,510
aarch64,1.30,,4.0,4.0,,,,,,833,368,,,,,,,,6896.0,1196.0,3.0,2463.0,1083.0,12969.0,57.0,193.0,368
intel pentium p6300,2.30,,2.0,2.0,,,,,35.00,834,772,4 x 32 kb,4 x 32 kb,4 x 256 kb,3 mb,,,,2376.0,2497.0,4.0,2304.0,,16850.0,117.0,387.0,772
intel core i3 2377m,1.50,,2.0,4.0,,,,,17.00,838,619,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,3997.0,1462.0,7.0,2586.0,,16795.0,134.0,750.0,619
intel celeron 1007u,1.50,,2.0,2.0,,,,,17.00,839,772,2 x 32 kb,2 x 32 kb,2 x 256 kb,2 mb,,,,2927.0,2206.0,7.0,1872.0,,14884.0,113.0,542.0,772
thor,1.30,,6.0,6.0,,,,,,839,387,,,,,,,,3235.0,1529.0,,3834.0,,17286.0,80.0,1955.0,387
amd turionx2 ultra dualcore mobile zm-85,2.30,,2.0,2.0,,,,,35.00,841,686,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,,,,,,,,,686
mtk8257,2.00,,8.0,8.0,,,,,,842,404,,,,,,,,8150.0,1377.0,3.0,2285.0,1050.0,11929.0,54.0,199.0,404
arm armv7 rev 1 (v7l) 4 core,1.80,,4.0,4.0,,,,,,843,487,,,,,,,,3457.0,2214.0,1.0,2430.0,,18229.0,80.0,463.0,487
amd turion ii dual-core mobile m520,2.30,,2.0,2.0,,,,,35.00,844,923,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,2499.0,1897.0,4.0,2372.0,,18278.0,82.0,420.0,923
mt6750v/w,1.50,,8.0,8.0,,,,,,845,342,,,,,,,,6468.0,1723.0,1.0,3492.0,,18002.0,73.0,1201.0,342
intel core2 duo p7570,2.30,,2.0,2.0,,,,,25.00,845,930,2 x 32 kb,2 x 32 kb,1 x 3072 kb,,,,,3672.0,1971.0,4.0,2429.0,,17942.0,101.0,294.0,930
mt9950,1.80,,4.0,4.0,,,,,,845,653,,,,,,,,3962.0,3609.0,,5402.0,,21109.0,124.0,2006.0,653
intel celeron p4600,2.00,,2.0,2.0,,,,,35.00,846,784,2 x 32 kb,2 x 32 kb,2 x 256 kb,2 mb,,,,3430.0,2051.0,6.0,2061.0,,15608.0,99.0,519.0,784
intel core i3 2367m,1.40,,2.0,4.0,,,,,17.00,847,621,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,3936.0,1507.0,7.0,2567.0,,17653.0,143.0,775.0,621
intel celeron p4500,1.90,,2.0,2.0,,,,,35.00,848,747,2 x 32 kb,2 x 32 kb,2 x 256 kb,2 mb,,,,3547.0,2100.0,6.0,2201.0,,14998.0,105.0,551.0,747
intel core2 duo p8400,2.30,,2.0,2.0,,,,,25.00,849,920,2 x 32 kb,2 x 32 kb,1 x 3072 kb,,,,,3632.0,2054.0,5.0,2518.0,,18450.0,100.0,309.0,920
intel core2 duo p7550,2.30,,2.0,2.0,,,,,25.00,849,974,2 x 32 kb,2 x 32 kb,1 x 3072 kb,,,,,3926.0,2139.0,5.0,2477.0,,18840.0,103.0,362.0,974
intel core2 duo p8600,2.40,,2.0,2.0,,,,,25.00,849,945,2 x 32 kb,2 x 32 kb,1 x 3072 kb,,,,,3798.0,2085.0,5.0,2483.0,,18730.0,98.0,326.0,945
amd a4-9120c,1.60,2.40,,,,,,,6.00,850,889,2 x 32 kb,2 x 96 kb,2 x 1024 kb,,,,,4998.0,1691.0,4.0,1634.0,,14928.0,95.0,397.0,889
amd a4-9120e,1.50,2.20,,,,,,,,851,744,2 x 32 kb,2 x 96 kb,2 x 1024 kb,,,,,4648.0,1446.0,4.0,1486.0,,13475.0,75.0,461.0,744
bcm2711,1.50,,4.0,4.0,,,,,,852,607,,,,,,,,3896.0,3190.0,,3990.0,,20574.0,67.0,1949.0,607
amd turion ii neo n54l dual-core,2.20,,2.0,2.0,,,,,25.00,853,894,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,2523.0,1968.0,4.0,2430.0,,18300.0,81.0,422.0,894
intel celeron 2957u,1.40,,2.0,2.0,,,,,15.00,855,780,2 x 32 kb,2 x 32 kb,2 x 256 kb,2 mb,,,,2911.0,2230.0,8.0,1993.0,,14534.0,116.0,539.0,780
amd turion ii n530 dual-core,2.50,,2.0,2.0,,,,,35.00,855,968,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,2329.0,2222.0,4.0,2587.0,,20315.0,98.0,394.0,968
intel core i7 3615qm,2.30,3.30,4.0,8.0,,,,,45.00,5192,1704,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,18577.0,9398.0,23.0,10539.0,1555.0,91853.0,453.0,3313.0,1704
intel core i7 4702mq,2.20,3.20,4.0,8.0,,,,,37.00,5194,1707,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,18825.0,9482.0,23.0,10698.0,1454.0,76249.0,401.0,4521.0,1707
intel pentium gold 7505,2.00,3.50,2.0,4.0,,,,,15.00,5199,2264,2 x 32 kb,2 x 48 kb,2 x 1280 kb,4 mb,,,,14910.0,9240.0,19.0,6829.0,2978.0,56010.0,370.0,4233.0,2264
mediatek mt6879v_t/za,2.50,,8.0,8.0,,,,,,5227,2181,,,,,,,,25152.0,9217.0,12.0,13063.0,3632.0,81088.0,233.0,1905.0,2181
"mars based on qualcomm technologies, inc sm8350",2.80,,8.0,8.0,,,,,,5230,1984,,,,,,,,28361.0,12608.0,21.0,13720.0,1953.0,91812.0,399.0,2437.0,1984
snapdragon 8c,2.50,,4.0,4.0,1.80,,4.0,4.0,,5230,1544,,,,,,,,21218.0,11306.0,19.0,11574.0,4751.0,80013.0,308.0,1485.0,1544
"star based on qualcomm technologies, inc sm8350",2.80,,8.0,8.0,,,,,,5241,1962,,,,,,,,28509.0,12908.0,22.0,13461.0,2071.0,90289.0,399.0,2328.0,1962
vendor kirin980,2.60,,8.0,8.0,,,,,,5246,1719,,,,,,,,23303.0,9446.0,16.0,10327.0,3853.0,81580.0,340.0,1930.0,1719
mediatek mt6875,2.60,,8.0,8.0,,,,,,5249,1254,,,,,,,,26380.0,9472.0,13.0,12954.0,3660.0,73111.0,252.0,2072.0,1254
mt6877v/ttza,2.60,,8.0,8.0,,,,,,5253,2152,,,,,,,,26774.0,9534.0,12.0,13824.0,3593.0,80957.0,242.0,1828.0,2152
spreadtrum t820,2.70,,8.0,8.0,,,,,,5291,1914,,,,,,,,24458.0,10166.0,12.0,13372.0,3703.0,83589.0,194.0,2111.0,1914
snapdragon 860,3.00,,8.0,8.0,,,,,,5291,1545,,,,,,,,23120.0,9051.0,15.0,10998.0,4511.0,80096.0,276.0,1897.0,1545
"vili based on qualcomm technologies, inc sm8350",2.80,,8.0,8.0,,,,,,5296,1592,,,,,,,,28864.0,12851.0,22.0,12899.0,2197.0,90636.0,401.0,2517.0,1592
qti qcm4490,2.40,,8.0,8.0,,,,,,5308,2171,,,,,,,,26988.0,9376.0,11.0,14772.0,4062.0,80691.0,224.0,1926.0,2171
intel core i5 6440eq,2.70,3.40,4.0,4.0,,,,,45.00,5324,1966,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,13791.0,11781.0,25.0,8662.0,1612.0,72037.0,399.0,6210.0,1966
intel core i7 4712mq,2.30,3.30,4.0,8.0,,,,,37.00,5331,1810,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,19496.0,9975.0,24.0,11032.0,1537.0,78577.0,403.0,4339.0,1810
intel core i7 4702hq,2.20,3.20,4.0,8.0,,,,,37.00,5349,1641,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,19019.0,9653.0,24.0,11111.0,1500.0,79646.0,428.0,4630.0,1641
qti sm8150,2.80,,8.0,8.0,,,,,,5353,1813,,,,,,,,23738.0,10255.0,15.0,13271.0,4092.0,78040.0,289.0,1926.0,1813
intel core i7 4700mq,2.40,3.40,4.0,8.0,,,,,47.00,5356,1763,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,19834.0,10002.0,23.0,10998.0,1497.0,79114.0,405.0,4611.0,1763
intel core i7 4712hq,2.30,3.30,4.0,8.0,,,,,37.00,5358,1728,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,19099.0,9654.0,24.0,11019.0,1512.0,79576.0,407.0,4621.0,1728
"haydn based on qualcomm technologies, inc sm8350",2.80,,8.0,8.0,,,,,,5359,1892,,,,,,,,29575.0,13188.0,22.0,14245.0,2005.0,93538.0,404.0,2555.0,1892
intel pentium silver n6005,2.00,3.30,4.0,4.0,,,,,10.00,5367,1768,4 x 32 kb,4 x 32 kb,1 x 1536 kb,4 mb,,,,17528.0,9524.0,18.0,9749.0,4022.0,68049.0,386.0,2311.0,1768
intel n95,1.70,3.40,4.0,4.0,,,,,15.00,5367,1934,4 x 64 kb,4 x 32 kb,1 x 2048 kb,6 mb,,,,15368.0,10511.0,21.0,7272.0,4022.0,58570.0,380.0,3016.0,1934
"venus based on qualcomm technologies, inc sm8350",2.80,,8.0,8.0,,,,,,5398,2158,,,,,,,,28674.0,13017.0,22.0,13580.0,2179.0,91539.0,389.0,2462.0,2158
amd ryzen embedded v1500b quad-core,2.20,,4.0,8.0,,,,,,5417,1286,,,,,,,,17104.0,9098.0,15.0,9167.0,5256.0,70626.0,439.0,2512.0,1286
"lisa based qualcomm technologies, inc. sm7325",2.40,,8.0,8.0,,,,,,5456,1882,,,,,,,,27351.0,12532.0,11.0,14631.0,3264.0,93082.0,235.0,2225.0,1882
intel core i5 7440hq,2.80,3.80,4.0,4.0,,,,,45.00,5467,2072,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,14477.0,12319.0,27.0,9385.0,1653.0,72707.0,422.0,5864.0,2072
arm cortex-a72 16 core,2.20,,16.0,16.0,,,,,,5470,601,,,,,,,,56789.0,22019.0,21.0,21937.0,1566.0,45752.0,492.0,3789.0,601
vendor kirin985,2.60,,8.0,8.0,,,,,,5481,1852,,,,,,,,25417.0,10924.0,8.0,11517.0,4051.0,93116.0,206.0,2727.0,1852
intel core i3 1115g4e,2.20,3.90,2.0,4.0,,,,,15.00,5483,2516,2 x 48 kb,2 x 32 kb,2 x 1280 kb,6 mb,,,,15554.0,9650.0,25.0,6996.0,3202.0,57409.0,413.0,4279.0,2516
intel n100,0.70,3.40,4.0,4.0,,,,,6.00,5487,1935,4 x 64 kb,4 x 32 kb,1 x 2048 kb,6 mb,,,,16388.0,10950.0,22.0,7457.0,4137.0,59207.0,403.0,2986.0,1935
samsung exynos 2100,2.90,,8.0,8.0,,,,,,5487,2006,,,,,,,,29356.0,13097.0,26.0,13236.0,2451.0,86580.0,374.0,2345.0,2006
intel core i7 4860eq,1.80,3.20,4.0,8.0,,,,,47.00,5500,1754,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,19000.0,9594.0,38.0,11348.0,1436.0,79641.0,670.0,5025.0,1754
qti sm7450,2.50,,8.0,8.0,,,,,,5502,1870,,,,,,,,24379.0,11886.0,12.0,15219.0,2693.0,86440.0,243.0,2374.0,1870
intel atom x7425e,3.40,,4.0,4.0,,,,,12.00,5502,1970,,,,,,,,15603.0,10432.0,24.0,7556.0,4122.0,58819.0,440.0,3021.0,1970
mediatek mt6891,2.60,,8.0,8.0,,,,,,5528,1490,,,,,,,,22790.0,10470.0,15.0,12887.0,3622.0,78505.0,351.0,2179.0,1490
intel core i7 4710hq,2.50,3.50,4.0,8.0,,,,,47.00,5528,1778,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,20344.0,10254.0,24.0,11436.0,1545.0,82450.0,407.0,4891.0,1778
snapdragon 855,2.80,,4.0,4.0,1.80,,4.0,4.0,,5547,1556,,,,,,,,22034.0,9376.0,17.0,11122.0,4534.0,79820.0,309.0,2113.0,1556
amd a4-1350 apu,1.00,,4.0,4.0,,,,,8.00,911,345,,,,,,,,4811.0,1263.0,4.0,1842.0,,14159.0,69.0,500.0,345
amd ryzen 3 2300u,2.00,3.40,4.0,4.0,,,,,15.00,5548,1745,4 x 64 kb,4 x 32 kb,4 x 512 kb,4 mb,,,,17041.0,10676.0,19.0,8247.0,3585.0,66595.0,329.0,3347.0,1745
intel core i7 6822eq,2.00,2.80,4.0,8.0,,,,,25.00,5550,1619,4 x 32 kb,4 x 32 kb,4 x 256 kb,8 mb,,,,18416.0,11293.0,18.0,9426.0,2540.0,77424.0,369.0,4564.0,1619
"qualcomm technologies, inc sdm778g",2.40,,8.0,8.0,,,,,,5553,2070,,,,,,,,28876.0,12893.0,11.0,14008.0,2871.0,99384.0,237.0,2854.0,2070
snapdragon 7325,2.20,2.40,4.0,4.0,1.90,,4.0,4.0,,5561,2026,,,,,,,,28260.0,13144.0,11.0,16375.0,3114.0,95212.0,246.0,2394.0,2026
intel core i7 3615qe,2.30,3.30,4.0,8.0,,,,,45.00,5601,1802,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,19885.0,9956.0,27.0,12614.0,1666.0,87770.0,470.0,3763.0,1802
intel core i7 4722hq,2.40,3.40,4.0,8.0,,,,,37.00,5620,1844,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,,,,,,,,,1844
sm8325,2.80,,8.0,8.0,,,,,,5629,1945,,,,,,,,21548.0,10963.0,18.0,12520.0,3119.0,86009.0,402.0,2683.0,1945
intel core i7 4700hq,2.40,3.40,4.0,8.0,,,,,47.00,5634,1793,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,20673.0,10450.0,24.0,11665.0,1572.0,84730.0,417.0,4936.0,1793
intel core i7 3820qm,2.70,3.70,4.0,8.0,,,,,45.00,5637,1868,4 x 32 kb,4 x 32 kb,4 x 256 kb,8 mb,,,,20207.0,10301.0,28.0,12197.0,1645.0,90497.0,440.0,3704.0,1868
spreadtrum uis7885(prototype),2.70,,8.0,8.0,,,,,,5643,1956,,,,,,,,25052.0,11218.0,11.0,13707.0,3857.0,92159.0,191.0,2507.0,1956
qti sm7350,2.40,,8.0,8.0,,,,,,5644,1936,,,,,,,,25484.0,12050.0,12.0,15304.0,3505.0,87892.0,244.0,2279.0,1936
"qualcomm technologies, inc kona",2.80,,8.0,8.0,,,,,,5665,2336,,,,,,,,29827.0,12936.0,20.0,15981.0,2389.0,99640.0,353.0,2639.0,2336
mt6883z/cza,2.00,,8.0,8.0,,,,,,5665,1694,,,,,,,,26168.0,11508.0,15.0,12462.0,3410.0,89956.0,296.0,2331.0,1694
intel core i7 3720qm,2.60,3.60,4.0,8.0,,,,,45.00,5672,1866,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,20341.0,10323.0,25.0,12255.0,1669.0,94369.0,443.0,3772.0,1866
amd ryzen 3 3300u,2.10,3.50,4.0,4.0,,,,,15.00,5679,1841,4 x 64 kb,4 x 32 kb,4 x 512 kb,4 mb,,,,17078.0,11118.0,19.0,8457.0,3676.0,68653.0,314.0,3595.0,1841
amd ryzen 5 3500c,2.10,3.70,4.0,8.0,,,,,15.00,5682,1984,,,,,,,,22339.0,11520.0,12.0,11498.0,4318.0,106017.0,306.0,2706.0,1984
qualcomm sm8150,2.80,,8.0,8.0,,,,,,5690,1814,,,,,,,,24388.0,10431.0,15.0,14023.0,4239.0,83037.0,317.0,2063.0,1814
intel core i5 1030ng7,1.10,3.50,4.0,8.0,,,,,10.00,5692,1754,4 x 32 kb,4 x 48 kb,4 x 512 kb,6 mb,,,,22971.0,11772.0,22.0,6695.0,3309.0,62350.0,465.0,3313.0,1754
intel core i7 4750hq,2.00,3.20,4.0,8.0,,,,,47.00,5692,1750,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,19530.0,9590.0,40.0,10736.0,1605.0,88954.0,734.0,4142.0,1750
intel core i7 3740qm,2.70,3.70,4.0,8.0,,,,,45.00,5694,1876,4 x 32 kb,4 x 32 kb,4 x 256 kb,6 mb,,,,20469.0,10434.0,25.0,12416.0,1666.0,92908.0,438.0,3814.0,1876
mt6893z_d/cza,3.00,,8.0,8.0,,,,,,5701,2262,,,,,,,,33187.0,14425.0,18.0,14182.0,2230.0,98493.0,412.0,2648.0,2262
qti sm7435,2.40,,8.0,8.0,,,,,,5703,1652,,,,,,,,25760.0,12268.0,11.0,14826.0,3750.0,91279.0,226.0,2474.0,1652
mt8161aa,1.50,,4.0,4.0,,,,,,857,419,,,,,,,,8197.0,1410.0,3.0,3104.0,1119.0,14390.0,55.0,177.0,419
intel celeron b830,1.80,,2.0,2.0,,,,,35.00,857,821,2 x 32 kb,2 x 32 kb,2 x 256 kb,2 mb,,,,3419.0,1818.0,7.0,2252.0,,16645.0,126.0,554.0,821
synaptics vs640,2.00,,4.0,4.0,,,,,,862,550,,,,,,,,3354.0,1613.0,,4488.0,,21367.0,72.0,2024.0,550
intel pentium b940,2.00,,2.0,2.0,,,,,35.00,861,854,2 x 32 kb,2 x 32 kb,2 x 256 kb,2 mb,,,,3490.0,1894.0,7.0,2343.0,,17075.0,129.0,539.0,854
intel core2 duo sp9400,2.40,,2.0,2.0,,,,,25.00,863,929,2 x 32 kb,2 x 32 kb,1 x 6144 kb,,,,,3661.0,2008.0,7.0,2451.0,,17954.0,127.0,339.0,929
amd turion 64 x2 mobile tl-68,2.40,,2.0,2.0,,,,,35.00,866,882,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,3255.0,1836.0,4.0,2570.0,,19688.0,77.0,277.0,882
"rockchip,rk3368",1.50,,8.0,8.0,,,,,,870,347,,,,,,,,9008.0,1767.0,2.0,3218.0,,14198.0,63.0,539.0,347
nxp imx8mp,1.60,,4.0,4.0,,,,,,868,448,,,,,,,,7549.0,1290.0,2.0,2889.0,1083.0,12985.0,52.0,210.0,448
qti qcm2290,2.00,,4.0,4.0,,,,,,875,532,,,,,,,,3482.0,1541.0,,4266.0,,19060.0,78.0,1948.0,532
amd turion ii n550 dual-core,2.60,,2.0,2.0,,,,,35.00,877,891,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,,,,,,,,,891
"qualcomm technologies, inc msm8992",1.40,,6.0,6.0,,,,,,878,552,,,,,,,,9673.0,1729.0,4.0,3313.0,,15963.0,73.0,234.0,552
samsung exynos 7580,1.60,,8.0,8.0,,,,,,878,308,,,,,,,,5827.0,2441.0,,5846.0,,17776.0,90.0,2194.0,308
intel pentium n3510,2.00,,4.0,4.0,,,,,7.50,878,534,8 x 32 kb,8 x 24 kb,2 x 1024 kb,,,,,5679.0,1228.0,4.0,3305.0,,23521.0,110.0,348.0,534
amd turion ii p560 dual-core,2.50,,2.0,2.0,,,,,25.00,878,1001,2 x 64 kb,2 x 64 kb,2 x 1024 kb,,,,,2289.0,1987.0,5.0,2644.0,,18425.0,84.0,428.0,1001
intel celeron 2955u,1.40,,2.0,2.0,,,,,15.00,880,782,2 x 32 kb,2 x 32 kb,2 x 256 kb,2 mb,,,,2958.0,2285.0,8.0,2031.0,,14925.0,120.0,548.0,782
intel pentium p6100,2.00,,2.0,2.0,,,,,35.00,881,826,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,3375.0,2114.0,7.0,2167.0,,16542.0,109.0,537.0,826
arm ft-2000/4 4 core,2.20,,4.0,4.0,,,,,,881,565,,,,,,,,9600.0,3168.0,7.0,3817.0,,6349.0,133.0,642.0,565
intel core2 duo t7800,2.60,,2.0,2.0,,,,,35.00,884,928,2 x 32 kb,2 x 32 kb,1 x 4096 kb,,,,,3756.0,1789.0,5.0,2188.0,,19746.0,96.0,368.0,928
mt8168m,2.00,,4.0,4.0,,,,,,884,482,,,,,,,,5162.0,1532.0,1.0,3632.0,,17968.0,69.0,1369.0,482
amd e2-9000e,1.50,2.00,,,,,,,6.00,886,748,2 x 32 kb,2 x 96 kb,2 x 1024 kb,,,,,4651.0,1466.0,4.0,1511.0,,13384.0,86.0,449.0,748
intel pentium 3560y,1.20,,2.0,2.0,,,,,11.50,887,677,4 x 32 kb,4 x 32 kb,4 x 256 kb,2 mb,,,,2681.0,2091.0,8.0,1827.0,,13401.0,112.0,517.0,677
rockchip rk3528 demo4 ddr4 v10 board,2.00,,4.0,4.0,,,,,,888,435,,,,,,,,8910.0,1504.0,2.0,2492.0,1229.0,9723.0,50.0,238.0,435
mt8365,2.00,,4.0,4.0,,,,,,889,489,,,,,,,,9302.0,1524.0,3.0,2581.0,1036.0,14555.0,47.0,264.0,489
intel celeron 1017u,1.60,,2.0,2.0,,,,,17.00,890,804,2 x 32 kb,2 x 32 kb,2 x 256 kb,2 mb,,,,3097.0,2321.0,8.0,1965.0,,15818.0,119.0,580.0,804
intel atom x5 z8350,1.40,1.90,4.0,4.0,,,,,4.00,892,472,4 x 32 kb,4 x 24 kb,2 x 1024 kb,,,,,4466.0,1009.0,3.0,2675.0,,19428.0,87.0,415.0,472
amd rx-225fb,2.20,3.00,,,,,,,,892,794,2 x 16 kb,2 x 96 kb,2 x 1024 kb,,,,,4076.0,1537.0,4.0,1584.0,,14062.0,74.0,554.0,794
intel core2 duo t8300,2.40,,2.0,2.0,,,,,35.00,896,970,2 x 32 kb,2 x 32 kb,1 x 3072 kb,,,,,3979.0,2170.0,5.0,2624.0,,19197.0,93.0,334.0,970
amd athlon ii n370 dual-core,2.50,,2.0,2.0,,,,,35.00,899,913,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,,,,,,,,,913
intel core i3 2375m,1.50,,2.0,4.0,,,,,17.00,903,693,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,4256.0,1633.0,8.0,2825.0,,18874.0,151.0,833.0,693
via eden x4 c4250,1.20,1.70,4.0,4.0,,,,,,904,482,1 x 32 kb,1 x 32 kb,1 x 2048 kb,,,,,2073.0,1441.0,3.0,1931.0,,14977.0,80.0,445.0,482
"qualcomm technologies, inc msm8952",1.50,,8.0,8.0,,,,,,907,362,,,,,,,,8824.0,2146.0,2.0,3966.0,,18828.0,86.0,1185.0,362
intel pentium p6200,2.10,,2.0,2.0,,,,,35.00,908,857,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,3526.0,2221.0,6.0,2263.0,,17208.0,109.0,539.0,857
intel core i5 520um,1.10,1.90,2.0,4.0,,,,,18.00,908,699,2 x 32 kb,2 x 32 kb,2 x 256 kb,3 mb,,,,3861.0,1776.0,6.0,1896.0,,13700.0,114.0,380.0,699
mt6761v/cbb,2.00,,4.0,4.0,,,,,,910,522,,,,,,,,11187.0,1792.0,3.0,2937.0,,18104.0,58.0,257.0,522
samsung exynos7580,1.60,,8.0,8.0,,,,,,910,271,,,,,,,,5116.0,2256.0,,4573.0,,20295.0,95.0,2033.0,271
ac8259v/wab,2.20,,8.0,8.0,,,,,,910,508,,,,,,,,8115.0,1477.0,2.0,2891.0,,13887.0,45.0,716.0,508
amd turion ii dual-core mobile m540,2.40,,2.0,2.0,,,,,35.00,912,967,2 x 64 kb,2 x 64 kb,2 x 512 kb,,,,,2960.0,2155.0,4.0,2662.0,,21363.0,92.0,475.0,967
rockchip rk3568 evb2 lp4x v10 board,2.00,,4.0,4.0,,,,,,915,508,,,,,,,,6719.0,1590.0,2.0,3635.0,,13329.0,57.0,807.0,508
arm cortex-a72 4 core (duplicate 8),2.30,,4.0,4.0,,,,,,915,669,,,,,,,,11394.0,5317.0,2.0,3070.0,,16977.0,72.0,976.0,669
rockchip rk3566,1.80,,4.0,4.0,,,,,,922,505,,,,,,,,8588.0,1552.0,2.0,3514.0,1095.0,10319.0,47.0,257.0,505
arm cortex-a15 4 core,2.00,,4.0,4.0,,,,,,923,524,,,,,,,,3580.0,2172.0,1.0,2518.0,,21897.0,106.0,703.0,524
"qualcomm technologies, inc scubaiiot",2.00,,4.0,4.0,,,,,,926,462,,,,,,,,6288.0,1651.0,2.0,3841.0,,19384.0,72.0,1129.0,462
arm cortex-a72 4 core,1.40,,4.0,4.0,,,,,,927,491,,,,,,,,10547.0,2960.0,5.0,4208.0,,6774.0,105.0,482.0,491
samsung j7 max lte swa board based on mt6757v/wl,2.40,,8.0,8.0,,,,,,928,282,,,,,,,,5227.0,2224.0,,4831.0,,18118.0,92.0,2151.0,282
