ram_type_ddr4,ram_type_ddr5,brand_acer,brand_asus,brand_hp,brand_msi,brand_lenovo,brand_dell,brand_lg,brand_gigabyte,brand_apple,brand_microsoft,ram_amount,storage_amount,screen_size,screen_refresh_rate,screen_brightness,battery_capacity,battery_cells,weight,width,depth,height,warranty,multithread_rating,no_gpu,avg_g3d_mark,screen_area,price
0,1,0,0,1,0,0,0,0,0,0,0,32.0,32.0,14.0,109.85918854415274,333.93700787401576,59.0,3.4486133768352367,1.39,31.33,21.89,1.4,12.0,24265,1,2684.0,5184000,35490000
0,1,0,0,1,0,0,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,333.93700787401576,59.0,3.4486133768352367,1.39,31.33,21.89,1.4,12.0,17469,1,2684.0,5184000,29890000
0,1,0,0,1,0,0,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,333.93700787401576,59.0,3.4486133768352367,1.39,31.33,21.89,1.4,12.0,16772,1,2684.0,5184000,35190000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,250.0,58.290638675340034,4.0,2.5,36.04,27.11,2.59,12.0,16980,0,14433.0,2304000,19490000
1,0,1,0,0,0,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,250.0,58.290638675340034,3.4486133768352367,2.1,36.23,23.74,1.99,12.0,22509,0,7690.0,2073600,17290000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,53.5,3.4486133768352367,2.3,35.9,25.9,2.49,24.0,22638,0,9454.0,2073600,21990000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,16.0,14.0,60.0,300.0,47.0,3.4486133768352367,1.37,32.43,21.38,1.79,24.0,16980,1,2684.0,2073600,13890000
0,1,0,1,0,0,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,250.0,48.0,3.4486133768352367,2.3,35.9,25.6,1.56,24.0,23870,0,7690.0,2073600,17990000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,16.0,15.6,109.85918854415274,250.0,58.290638675340034,3.0,1.66,35.85,23.56,1.9,12.0,13409,1,2684.0,2073600,18490000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,250.0,52.4,3.4486133768352367,1.86,35.9,25.4,2.17,24.0,18379,0,9454.0,2073600,16690000
0,1,0,1,0,0,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,90.0,3.4486133768352367,2.2,35.97,23.25,1.56,24.0,23870,0,14433.0,2073600,24490000
1,0,0,1,0,0,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,250.0,42.0,3.4486133768352367,1.7,35.97,23.25,1.56,24.0,13370,1,2684.0,2073600,13690000
1,0,1,0,0,0,0,0,0,0,0,0,16.0,16.0,15.6,60.0,333.93700787401576,50.0,3.4486133768352367,2.1,36.23,23.74,1.99,12.0,16980,1,2684.0,2073600,13990000
1,0,1,0,0,0,0,0,0,0,0,0,16.0,16.0,16.1,60.0,333.93700787401576,58.290638675340034,4.0,1.9,36.8,23.5,1.89,12.0,10994,0,9454.0,2073600,15990000
1,0,0,0,0,0,1,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,300.0,38.0,3.4486133768352367,1.65,35.92,23.58,1.99,24.0,18362,1,2684.0,2073600,14990000
1,0,0,1,0,0,0,0,0,0,0,0,16.0,16.0,15.6,60.0,333.93700787401576,42.0,3.4486133768352367,1.7,35.97,23.25,1.56,24.0,14695,1,2684.0,2073600,15490000
1,0,1,0,0,0,0,0,0,0,0,0,8.0,8.0,15.6,109.85918854415274,333.93700787401576,50.0,3.4486133768352367,2.1,36.23,23.74,1.99,12.0,16980,0,7690.0,2073600,15690000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,300.0,47.0,3.4486133768352367,1.62,35.93,23.5,1.79,24.0,24801,1,2684.0,2304000,17990000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,16.0,16.0,109.85918854415274,333.93700787401576,58.290638675340034,3.0,1.8,35.76,24.7,1.89,12.0,13569,1,2684.0,2304000,15490000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,60.0,3.4486133768352367,2.38,35.99,25.87,2.39,24.0,18688,0,7690.0,2073600,19490000
0,1,0,1,0,0,0,0,0,0,0,0,8.0,8.0,15.6,109.85918854415274,333.93700787401576,48.0,3.4486133768352367,2.3,35.9,25.6,1.56,24.0,18379,0,7690.0,2073600,15990000
1,0,1,0,0,0,0,0,0,0,0,0,16.0,16.0,14.0,60.0,333.93700787401576,56.0,3.4486133768352367,1.2,32.1,21.08,1.59,12.0,17001,1,2684.0,3686400,18490000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,16.0,16.0,60.0,300.0,58.290638675340034,3.0,1.89,35.6,25.1,1.79,36.0,16980,1,2684.0,2304000,15790000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,300.0,60.0,3.4486133768352367,1.38,31.35,22.4,1.69,24.0,18362,1,2684.0,2304000,18290000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,16.0,15.6,109.85918854415274,250.0,58.290638675340034,3.0,1.66,35.85,23.56,1.7,12.0,13370,1,2684.0,2073600,16490000
1,0,0,0,0,0,0,1,0,0,0,0,8.0,8.0,14.0,109.85918854415274,250.0,65.0,3.4486133768352367,1.49,32.13,22.03,1.95,12.0,13370,1,2684.0,2073600,15490000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,400.0,57.0,3.4486133768352367,1.48,31.2,22.1,1.69,24.0,22144,1,2684.0,2304000,21990000
1,0,0,0,0,0,0,1,0,0,0,0,8.0,8.0,15.6,109.85918854415274,333.93700787401576,58.290638675340034,3.0,1.9,35.85,23.56,1.9,12.0,13370,1,2684.0,2304000,13990000
1,0,0,0,0,0,1,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,250.0,42.0,3.4486133768352367,1.38,32.53,21.65,1.79,24.0,15837,1,2684.0,2073600,12490000
1,0,0,0,0,1,0,0,0,0,0,0,16.0,16.0,14.0,60.0,300.0,58.290638675340034,3.0,1.4,31.99,22.3,1.4,24.0,13370,1,2684.0,2073600,11990000
1,0,0,0,0,0,0,0,0,0,1,0,16.0,16.0,13.6,60.0,333.93700787401576,58.290638675340034,3.4486133768352367,1.24,30.41,21.5,1.36,12.0,15577,1,2684.0,4208640,24490000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,16.0,16.0,109.85918854415274,300.0,71.0,3.4486133768352367,1.7,35.6,25.35,1.75,24.0,14790,1,2684.0,2304000,21690000
1,0,1,0,0,0,0,0,0,0,0,0,16.0,16.0,15.6,144.0,333.93700787401576,50.0,3.4486133768352367,2.1,36.23,23.74,1.99,12.0,16980,0,7690.0,2073600,15490000
0,1,0,0,0,1,0,0,0,0,0,0,32.0,32.0,15.6,109.85918854415274,333.93700787401576,53.5,3.4486133768352367,2.25,35.9,25.9,2.49,24.0,24801,0,17659.0,2073600,29390000
1,0,0,0,0,1,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,52.4,3.4486133768352367,1.86,35.9,25.4,2.17,24.0,16980,0,9454.0,2073600,16690000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,16.0,15.6,109.85918854415274,250.0,41.0,3.4486133768352367,1.9,35.85,23.49,1.56,12.0,13370,1,2684.0,2073600,16490000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,16.0,15.6,144.0,333.93700787401576,53.5,3.4486133768352367,2.25,35.9,25.9,2.49,24.0,24801,0,17659.0,2073600,27490000
0,1,0,0,0,0,0,0,0,1,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,54.0,3.4486133768352367,2.08,36.0,23.8,1.56,24.0,22638,0,17659.0,2073600,22990000
1,0,0,0,0,0,0,0,0,0,1,0,16.0,16.0,13.6,109.85918854415274,500.0,58.290638675340034,3.4486133768352367,1.24,30.41,21.5,1.36,12.0,19226,1,2684.0,4208640,27690000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,16.0,15.6,109.85918854415274,250.0,58.290638675340034,3.0,1.657,35.85,23.56,1.56,12.0,14695,1,2684.0,2073600,18490000
1,0,0,0,0,0,0,1,0,0,0,0,8.0,8.0,15.6,109.85918854415274,333.93700787401576,58.290638675340034,3.0,1.9,35.85,23.56,1.9,12.0,13370,1,2684.0,2304000,13990000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,380.0,58.290638675340034,3.0,1.27,31.44,22.19,1.75,12.0,17469,1,2684.0,2304000,17990000
0,1,0,0,0,0,0,0,0,1,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,54.0,3.4486133768352367,2.08,36.0,23.8,1.56,24.0,22638,0,14433.0,2073600,21090000
0,1,0,1,0,0,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,90.0,3.4486133768352367,2.2,35.4,25.1,1.56,24.0,23870,0,17659.0,2073600,26490000
0,1,0,0,0,0,0,0,0,1,0,0,16.0,16.0,15.6,109.85918854415274,300.0,54.0,3.4486133768352367,2.08,36.0,23.8,1.56,24.0,24801,0,14433.0,2073600,24390000
1,0,0,0,0,0,0,0,0,0,1,0,16.0,16.0,13.6,109.85918854415274,500.0,58.290638675340034,3.4486133768352367,1.24,30.41,21.5,1.36,12.0,19226,1,2684.0,4208640,28790000
0,1,0,1,0,0,0,0,0,0,0,0,16.0,16.0,16.0,109.85918854415274,333.93700787401576,75.0,3.4486133768352367,1.5,35.36,24.69,1.6,24.0,25166,1,2684.0,6402000,26490000
0,1,0,0,0,0,0,0,0,1,0,0,16.0,16.0,15.6,109.85918854415274,300.0,54.0,3.4486133768352367,2.08,36.0,23.8,1.56,24.0,24801,0,14433.0,2073600,24390000
1,0,0,1,0,0,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,600.0,65.0,3.4486133768352367,1.7,35.68,22.76,1.56,24.0,28651,1,2684.0,4665600,22490000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,400.0,57.0,3.4486133768352367,1.48,31.2,22.1,1.69,24.0,25166,1,2684.0,2304000,24990000
1,0,0,0,0,0,0,0,0,0,1,0,16.0,16.0,13.6,109.85918854415274,333.93700787401576,58.290638675340034,3.4486133768352367,1.2,30.41,21.5,1.36,12.0,15577,1,2684.0,4208640,25790000
0,1,0,1,0,0,0,0,0,0,0,0,16.0,16.0,14.0,60.0,250.0,42.0,3.4486133768352367,1.3,32.45,21.39,1.4,24.0,9201,1,2684.0,2073600,11890000
1,0,1,0,0,0,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,58.290638675340034,3.0,1.7,36.29,24.13,1.99,12.0,15837,1,2684.0,2073600,11490000
1,0,0,1,0,0,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,250.0,42.0,3.4486133768352367,1.7,35.97,23.25,1.56,24.0,13569,1,2684.0,2073600,15990000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,52.4,3.4486133768352367,1.86,35.9,25.4,2.17,24.0,18379,0,7690.0,2073600,15190000
1,0,0,0,0,1,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,52.4,3.4486133768352367,1.86,35.9,25.4,2.17,24.0,24801,0,9454.0,2304000,19990000
1,0,1,0,0,0,0,0,0,0,0,0,8.0,8.0,15.6,109.85918854415274,333.93700787401576,50.0,3.4486133768352367,1.7,36.1,23.7,1.79,12.0,18362,0,7690.0,2073600,15490000
1,0,1,0,0,0,0,0,0,0,0,0,16.0,16.0,14.0,60.0,333.93700787401576,58.290638675340034,3.0,1.2,32.17,21.17,1.59,12.0,15941,1,2684.0,2073600,15790000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,16.0,14.0,109.85918854415274,250.0,58.290638675340034,3.0,1.49,32.37,22.03,1.4,12.0,14695,1,2684.0,2073600,18790000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,333.93700787401576,53.5,3.4486133768352367,1.6,31.47,23.35,2.23,24.0,24801,0,9454.0,2304000,23990000
1,0,0,1,0,0,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,600.0,65.0,3.4486133768352367,1.7,35.68,22.76,1.56,24.0,27032,1,2684.0,4665600,20190000
1,0,0,0,0,0,1,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,300.0,47.0,3.4486133768352367,1.43,31.3,21.93,1.8,24.0,18362,1,2684.0,2304000,21290000
1,0,1,0,0,0,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,250.0,58.290638675340034,3.4486133768352367,2.87,50.5,31.6,1.56,12.0,18362,1,2684.0,2073600,14690000
0,0,0,0,0,0,0,0,0,0,1,0,24.0,24.0,14.2,109.85918854415274,333.93700787401576,58.290638675340034,3.4486133768352367,1.61,31.26,22.12,1.42,12.0,38495,1,2684.0,5939136,49990000
0,1,0,0,0,0,1,0,0,0,0,0,24.0,24.0,15.6,109.85918854415274,300.0,60.0,3.4486133768352367,2.38,35.99,25.87,2.39,24.0,18688,0,7690.0,2073600,20490000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,53.5,3.4486133768352367,1.9,35.94,25.03,2.29,24.0,16980,0,9454.0,2073600,16690000
0,1,0,0,0,0,0,1,0,0,0,0,16.0,16.0,16.0,109.85918854415274,250.0,54.0,3.4486133768352367,1.87,35.68,24.95,1.74,12.0,13409,1,2684.0,2304000,21990000
1,0,0,1,0,0,0,0,0,0,0,0,8.0,8.0,16.0,60.0,333.93700787401576,58.290638675340034,3.0,1.68,35.87,24.95,1.6,24.0,10834,1,2684.0,2304000,9990000
1,0,0,1,0,0,0,0,0,0,0,0,16.0,16.0,15.6,60.0,600.0,50.0,3.4486133768352367,1.7,35.68,22.76,1.56,24.0,22638,1,2684.0,2073600,16990000
1,0,0,0,0,0,0,0,0,0,1,0,8.0,8.0,13.6,109.85918854415274,500.0,58.290638675340034,3.4486133768352367,1.24,30.41,21.5,1.36,12.0,19226,1,2684.0,4208640,25690000
0,1,0,0,0,0,1,0,0,0,0,0,24.0,24.0,15.6,109.85918854415274,300.0,60.0,3.4486133768352367,2.38,35.99,25.87,2.39,24.0,18688,0,14433.0,2073600,26490000
0,0,0,0,0,0,0,0,0,0,1,0,16.0,16.0,14.2,109.85918854415274,333.93700787401576,58.290638675340034,3.4486133768352367,1.61,31.26,22.12,1.42,12.0,19226,1,2684.0,5939136,42990000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,300.0,60.0,3.4486133768352367,2.38,35.99,25.87,2.39,24.0,31442,0,14433.0,2073600,28990000
1,0,0,1,0,0,0,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,333.93700787401576,75.0,3.4486133768352367,1.39,31.36,22.06,1.4,24.0,15754,1,2684.0,5184000,19990000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,16.0,16.0,109.85918854415274,350.0,80.0,3.4486133768352367,2.3,35.97,26.05,2.19,24.0,28830,0,17659.0,4096000,38990000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,53.5,3.4486133768352367,2.25,35.9,25.9,2.49,24.0,28830,0,14433.0,2073600,26990000
1,0,0,0,0,1,0,0,0,0,0,0,16.0,16.0,15.6,144.0,250.0,58.290638675340034,3.0,1.86,35.9,25.4,2.17,12.0,16980,0,9454.0,2073600,16690000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,300.0,60.0,3.4486133768352367,2.38,35.99,25.87,2.39,24.0,28830,0,17659.0,2073600,29990000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,333.93700787401576,65.0,3.4486133768352367,1.32,31.29,21.79,1.4,12.0,22144,1,2684.0,5184000,22990000
0,1,0,0,0,0,0,0,0,1,0,0,16.0,16.0,16.0,109.85918854415274,333.93700787401576,54.0,3.4486133768352367,2.3,36.0,23.8,1.6,24.0,24801,0,17659.0,2397600,27690000
0,0,0,0,0,0,0,0,0,0,1,0,8.0,8.0,15.3,60.0,500.0,58.290638675340034,3.4486133768352367,1.51,34.04,23.76,1.53,12.0,15577,1,2684.0,5470080,26990000
0,1,0,1,0,0,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,90.0,3.4486133768352367,2.2,35.97,23.25,1.56,24.0,24801,0,17659.0,2073600,30990000
1,0,0,0,0,1,0,0,0,0,0,0,16.0,16.0,15.6,60.0,333.93700787401576,39.0,3.4486133768352367,1.7,35.9,24.1,1.99,24.0,13370,1,2684.0,2073600,12290000
0,1,0,1,0,0,0,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,333.93700787401576,75.0,3.4486133768352367,1.2,31.24,22.01,1.4,24.0,22144,1,2684.0,5184000,26390000
1,0,0,0,0,0,0,0,0,0,1,0,16.0,16.0,13.6,109.85918854415274,500.0,58.290638675340034,3.4486133768352367,1.24,30.41,21.5,1.36,12.0,19226,1,2684.0,4208640,32890000
0,1,0,1,0,0,0,0,0,0,0,0,16.0,16.0,16.0,109.85918854415274,333.93700787401576,48.0,3.4486133768352367,2.3,35.9,25.6,1.6,24.0,23870,0,9454.0,2073600,19990000
1,0,0,0,0,0,1,0,0,0,0,0,16.0,16.0,15.6,60.0,220.0,42.0,3.4486133768352367,1.58,36.02,23.6,1.79,24.0,13018,1,2684.0,2073600,10990000
0,1,0,1,0,0,0,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,333.93700787401576,63.0,3.4486133768352367,1.29,31.2,22.32,1.4,24.0,19151,1,2684.0,4096000,27990000
0,1,0,1,0,0,0,0,0,0,0,0,32.0,32.0,14.0,109.85918854415274,333.93700787401576,75.0,3.4486133768352367,1.2,31.24,22.01,1.4,24.0,25166,1,2684.0,5184000,31490000
0,1,0,1,0,0,0,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,333.93700787401576,75.0,3.4486133768352367,1.3,31.05,22.19,1.4,24.0,22144,1,2684.0,5184000,23990000
1,0,0,0,0,0,0,0,0,0,1,0,16.0,16.0,13.6,109.85918854415274,333.93700787401576,58.290638675340034,3.4486133768352367,1.2,30.41,21.5,1.36,12.0,15577,1,2684.0,4208640,29690000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,16.0,14.0,60.0,400.0,65.0,3.4486133768352367,1.35,31.2,22.1,1.49,36.0,27032,1,2684.0,2304000,24490000
1,0,0,0,0,1,0,0,0,0,0,0,8.0,8.0,14.0,60.0,333.93700787401576,39.3,3.4486133768352367,1.4,31.99,22.3,1.94,24.0,15941,1,2684.0,2073600,9490000
0,1,0,0,0,0,1,0,0,0,0,0,12.0,12.0,15.6,109.85918854415274,300.0,60.0,3.4486133768352367,2.38,35.99,25.87,2.39,24.0,18688,0,14433.0,2073600,24990000
0,1,0,0,0,0,1,0,0,0,0,0,32.0,32.0,16.0,109.85918854415274,350.0,80.0,3.4486133768352367,2.3,35.97,26.23,2.52,24.0,36538,0,17659.0,4096000,43990000
1,0,0,0,0,0,0,0,0,0,1,0,8.0,8.0,15.3,109.85918854415274,500.0,58.290638675340034,3.4486133768352367,1.51,34.04,23.76,1.53,12.0,19226,1,2684.0,5368320,34990000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,16.0,15.6,109.85918854415274,250.0,58.290638675340034,3.4486133768352367,1.9,35.85,23.49,1.56,12.0,13370,1,2684.0,2304000,16490000
1,0,0,1,0,0,0,0,0,0,0,0,16.0,16.0,14.0,60.0,333.93700787401576,58.290638675340034,3.0,1.5,31.32,22.76,1.4,24.0,15941,1,2684.0,2304000,15990000
1,0,0,0,0,1,0,0,0,0,0,0,16.0,16.0,15.6,144.0,333.93700787401576,52.4,3.4486133768352367,1.86,35.9,25.4,2.17,12.0,16980,0,14433.0,2073600,18490000
0,1,1,0,0,0,0,0,0,0,0,0,8.0,8.0,16.0,109.85918854415274,300.0,58.290638675340034,3.4486133768352367,1.8,35.76,24.7,1.89,12.0,13370,1,2684.0,2304000,12490000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,16.0,15.6,144.0,250.0,57.0,3.4486133768352367,2.1,36.23,23.99,2.69,12.0,18362,0,14433.0,2073600,24190000
1,0,0,0,0,0,0,0,0,0,1,0,16.0,16.0,15.3,109.85918854415274,500.0,58.290638675340034,3.4486133768352367,1.51,34.04,23.76,1.53,12.0,19226,1,2684.0,5368320,32690000
0,1,0,0,1,0,0,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,333.93700787401576,59.0,3.4486133768352367,1.39,31.33,21.89,1.4,12.0,16772,1,2684.0,5184000,31490000
1,0,0,0,0,0,0,0,0,0,1,0,8.0,8.0,13.6,60.0,500.0,58.290638675340034,3.4486133768352367,1.24,30.41,21.5,1.36,12.0,15577,1,2684.0,4208640,26990000
0,1,0,0,0,1,0,0,0,0,0,0,16.0,16.0,16.0,109.85918854415274,400.0,65.0,3.4486133768352367,2.3,35.9,26.64,2.77,24.0,37650,0,14433.0,2304000,31990000
0,1,0,0,0,0,1,0,0,0,0,0,32.0,32.0,16.0,109.85918854415274,500.0,800.0,3.4486133768352367,2.5,36.34,26.18,2.69,24.0,45553,0,19587.0,4096000,54990000
0,1,0,1,0,0,0,0,0,0,0,0,8.0,8.0,15.6,144.0,333.93700787401576,58.290638675340034,4.0,2.2,35.4,25.1,1.56,24.0,23868,1,2684.0,2073600,21990000
0,1,0,0,0,0,1,0,0,0,0,0,32.0,32.0,14.0,109.85918854415274,400.0,65.0,3.4486133768352367,1.39,31.2,22.1,1.49,24.0,25166,1,2684.0,2304000,30490000
1,0,0,0,0,0,0,0,0,0,1,0,16.0,16.0,15.3,109.85918854415274,500.0,58.290638675340034,3.4486133768352367,1.51,34.04,23.76,1.53,12.0,19226,1,2684.0,5368320,38990000
1,0,0,0,0,0,1,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,300.0,47.0,3.4486133768352367,1.62,35.93,23.5,1.79,24.0,15754,1,2684.0,2073600,11990000
0,0,0,0,0,0,0,0,0,0,1,0,18.0,18.0,16.2,120.0,333.93700787401576,58.290638675340034,3.4486133768352367,2.14,35.57,24.81,1.62,12.0,25656,1,2684.0,7720704,59990000
0,1,0,1,0,0,0,0,0,0,0,0,32.0,32.0,14.0,109.85918854415274,333.93700787401576,63.0,3.4486133768352367,1.29,31.2,22.32,1.4,24.0,19981,1,2684.0,4096000,34990000
1,0,0,0,0,0,0,0,0,0,1,0,8.0,8.0,15.3,109.85918854415274,500.0,58.290638675340034,3.4486133768352367,1.51,34.04,23.76,1.53,12.0,19226,1,2684.0,5368320,31390000
0,0,1,0,0,0,0,0,0,0,0,0,8.0,8.0,15.6,60.0,333.93700787401576,58.290638675340034,3.0,1.7,36.29,24.13,1.99,12.0,13370,1,2684.0,2073600,9690000
0,1,0,0,0,0,1,0,0,0,0,0,16.0,16.0,16.0,109.85918854415274,300.0,71.0,3.4486133768352367,1.7,35.6,25.35,1.75,24.0,18362,1,2684.0,2304000,17990000
1,0,0,0,0,0,0,0,0,0,1,0,24.0,24.0,13.6,109.85918854415274,500.0,58.290638675340034,3.4486133768352367,1.24,30.41,21.5,1.36,12.0,19226,1,2684.0,4208640,37490000
0,1,0,0,0,0,1,0,0,0,0,0,32.0,32.0,15.3,109.85918854415274,333.93700787401576,57.0,3.4486133768352367,1.79,34.35,23.82,1.74,24.0,16540,1,2684.0,2304000,19490000
0,1,0,1,0,0,0,0,0,0,0,0,16.0,16.0,15.6,144.0,333.93700787401576,90.0,3.4486133768352367,2.2,35.4,25.1,1.56,24.0,23868,0,14433.0,2073600,23990000
0,1,1,0,0,0,0,0,0,0,0,0,32.0,32.0,14.5,109.85918854415274,400.0,58.290638675340034,3.4486133768352367,1.9,32.41,25.54,2.09,12.0,29407,0,17659.0,5898240,46890000
1,0,0,0,0,1,0,0,0,0,0,0,16.0,16.0,14.0,60.0,333.93700787401576,39.3,3.4486133768352367,1.4,31.99,22.3,1.94,24.0,14695,1,2684.0,2073600,13490000
1,0,0,0,0,0,0,0,0,0,1,0,16.0,16.0,13.3,109.85918854415274,333.93700787401576,58.290638675340034,3.4486133768352367,1.29,30.41,21.24,1.61,12.0,14153,1,2684.0,4096000,28490000
1,0,0,0,0,1,0,0,0,0,0,0,8.0,8.0,15.6,109.85918854415274,250.0,52.4,3.4486133768352367,1.86,35.9,25.4,2.17,24.0,16980,0,7690.0,2073600,15490000
0,1,0,0,0,0,1,0,0,0,0,0,32.0,32.0,14.0,109.85918854415274,400.0,65.0,3.4486133768352367,1.39,31.2,22.1,1.49,24.0,25166,1,2684.0,2304000,31490000
1,0,0,0,0,0,0,0,0,0,1,0,24.0,24.0,15.3,109.85918854415274,500.0,58.290638675340034,3.4486133768352367,1.51,34.04,23.76,1.53,12.0,19226,1,2684.0,5368320,42490000
1,0,0,0,0,0,0,1,0,0,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,58.290638675340034,3.4486133768352367,1.86,35.9,23.97,2.14,12.0,13370,1,2684.0,2073600,16990000
1,0,0,0,0,0,1,0,0,0,0,0,16.0,16.0,16.0,109.85918854415274,333.93700787401576,71.0,3.4486133768352367,1.7,35.6,25.35,1.75,24.0,15941,1,2684.0,4096000,16990000
0,1,0,0,0,0,1,0,0,0,0,0,64.0,64.0,16.0,109.85918854415274,1200.0,99.9,3.4486133768352367,2.56,35.77,27.77,1.89,36.0,47237,0,27754.0,6400000,128990000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,16.0,14.0,109.85918854415274,550.0,58.290638675340034,3.0,1.26,31.24,22.12,1.59,12.0,19151,1,2684.0,5184000,34990000
0,1,1,0,0,0,0,0,0,0,0,0,32.0,32.0,14.0,109.85918854415274,550.0,58.290638675340034,3.0,1.26,31.24,22.12,1.59,12.0,19981,1,2684.0,5184000,39990000
0,1,0,1,0,0,0,0,0,0,0,0,16.0,16.0,16.0,109.85918854415274,333.93700787401576,90.0,3.4486133768352367,2.5,35.4,26.4,1.6,24.0,31442,0,17659.0,4096000,36790000
0,1,0,0,0,1,0,0,0,0,0,0,8.0,8.0,15.6,144.0,250.0,53.5,3.4486133768352367,1.98,35.94,25.03,2.29,24.0,16980,0,7690.0,2073600,15490000
0,1,1,0,0,0,0,0,0,0,0,0,16.0,16.0,15.6,60.0,333.93700787401576,50.0,3.4486133768352367,1.7,36.29,23.75,1.8,12.0,14695,1,2684.0,2073600,14490000
0,1,0,1,0,0,0,0,0,0,0,0,16.0,16.0,15.6,109.85918854415274,333.93700787401576,90.0,3.4486133768352367,2.2,35.4,25.1,1.56,24.0,24801,0,14433.0,2073600,27990000
0,0,0,0,0,0,0,0,0,0,1,0,24.0,24.0,14.2,109.85918854415274,333.93700787401576,58.290638675340034,3.4486133768352367,1.61,31.26,22.12,1.42,12.0,38495,1,2684.0,5939136,59990000
0,1,0,0,0,1,0,0,0,0,0,0,32.0,32.0,14.0,109.85918854415274,400.0,90.0,3.4486133768352367,1.7,31.34,24.65,1.9,24.0,25166,0,14433.0,5184000,32990000
1,0,1,0,0,0,0,0,0,0,0,0,8.0,8.0,15.6,109.85918854415274,333.93700787401576,36.0,3.4486133768352367,1.7,36.04,23.93,1.97,12.0,10060,1,2684.0,2073600,10990000
1,0,0,0,0,1,0,0,0,0,0,0,8.0,8.0,15.6,144.0,250.0,52.4,3.4486133768352367,1.86,35.9,24.5,2.17,12.0,20405,0,9454.0,2073600,15490000
